"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","VXAFY6","CHIKUNGUNYA","Undetermined",0,"JT-23-13145",2023-05-01
"2","JT","VXAFY6","CHIKUNGUNYA","Undetermined",0,"JT-23-13145",2023-05-01
"3","FH","Y73Z97","CHIKUNGUNYA","Undetermined",0,"FH-23-13146",2023-05-01
"4","FH","Y73Z97","CHIKUNGUNYA","Undetermined",0,"FH-23-13146",2023-05-01
"5","HS","UMYHM4","CHIKUNGUNYA","Undetermined",0,"HS-23-13147",2023-05-01
"6","HS","UMYHM4","CHIKUNGUNYA","Undetermined",0,"HS-23-13147",2023-05-01
"7","RB","CJL3UA","CHIKUNGUNYA","Undetermined",0,"RB-23-13148",2023-05-01
"8","RB","CJL3UA","CHIKUNGUNYA","Undetermined",0,"RB-23-13148",2023-05-01
"9","AS","WKMNCK","CHIKUNGUNYA","Undetermined",0,"AS-23-0502",2023-05-02
"10","AS","WKMNCK","CHIKUNGUNYA","Undetermined",0,"AS-23-0502",2023-05-02
"11","TC","BDAEKQ","CHIKUNGUNYA","Undetermined",0,"TC-23-0502",2023-05-02
"12","TC","BDAEKQ","CHIKUNGUNYA","Undetermined",0,"TC-23-0502",2023-05-02
"13","MC","T8FAMA","CHIKUNGUNYA","Undetermined",0,"CC-23-0502",2023-05-02
"14","MC","T8FAMA","CHIKUNGUNYA","Undetermined",0,"CC-23-0502",2023-05-02
"15","IA","R5BVPW","CHIKUNGUNYA","Undetermined",0,"IA-23-0502",2023-05-02
"16","IA","R5BVPW","CHIKUNGUNYA","Undetermined",0,"IA-23-0502",2023-05-02
"17","PT","GQ4CHJ","CHIKUNGUNYA","Undetermined",0,"PT-23-0502",2023-05-02
"18","PT","GQ4CHJ","CHIKUNGUNYA","Undetermined",0,"PT-23-0502",2023-05-02
"19","HO","QGL4GB","CHIKUNGUNYA","Undetermined",0,"HO-23-0502",2023-05-02
"20","HO","QGL4GB","CHIKUNGUNYA","Undetermined",0,"HO-23-0502",2023-05-02
"21","LB","PE3K2W","CHIKUNGUNYA","Undetermined",0,"LB_TX1 005022023",2023-05-01
"22","LB","PE3K2W","CHIKUNGUNYA","Undetermined",0,"LB_TX1 005022023",2023-05-01
"23","WF","E7QL3P","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"24","WF","E7QL3P","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"25","B1","T3FHJB","CHIKUNGUNYA","Undetermined",0,"BSR5323",2023-05-02
"26","B1","T3FHJB","CHIKUNGUNYA","Undetermined",0,"BSR5323",2023-05-02
"27","B2","LVKBYC","CHIKUNGUNYA","Undetermined",0,"SABIB5323",2023-05-03
"28","B2","LVKBYC","CHIKUNGUNYA","Undetermined",0,"SABIB5323",2023-05-03
"29","JT","VXAFY6","DENGUE","Undetermined",0,"JT-23-13145",2023-05-01
"30","JT","VXAFY6","DENGUE","Undetermined",0,"JT-23-13145",2023-05-01
"31","FH","Y73Z97","DENGUE","Undetermined",0,"FH-23-13146",2023-05-01
"32","FH","Y73Z97","DENGUE","Undetermined",0,"FH-23-13146",2023-05-01
"33","HS","UMYHM4","DENGUE","Undetermined",0,"HS-23-13147",2023-05-01
"34","HS","UMYHM4","DENGUE","Undetermined",0,"HS-23-13147",2023-05-01
"35","RB","CJL3UA","DENGUE","Undetermined",0,"RB-23-13148",2023-05-01
"36","RB","CJL3UA","DENGUE","Undetermined",0,"RB-23-13148",2023-05-01
"37","AS","WKMNCK","DENGUE","Undetermined",0,"AS-23-0502",2023-05-02
"38","AS","WKMNCK","DENGUE","Undetermined",0,"AS-23-0502",2023-05-02
"39","TC","BDAEKQ","DENGUE","Undetermined",0,"TC-23-0502",2023-05-02
"40","TC","BDAEKQ","DENGUE","Undetermined",0,"TC-23-0502",2023-05-02
"41","MC","T8FAMA","DENGUE","Undetermined",0,"CC-23-0502",2023-05-02
"42","MC","T8FAMA","DENGUE","Undetermined",0,"CC-23-0502",2023-05-02
"43","IA","R5BVPW","DENGUE","Undetermined",0,"IA-23-0502",2023-05-02
"44","IA","R5BVPW","DENGUE","Undetermined",0,"IA-23-0502",2023-05-02
"45","PT","GQ4CHJ","DENGUE","Undetermined",0,"PT-23-0502",2023-05-02
"46","PT","GQ4CHJ","DENGUE","Undetermined",0,"PT-23-0502",2023-05-02
"47","HO","QGL4GB","DENGUE","Undetermined",0,"HO-23-0502",2023-05-02
"48","HO","QGL4GB","DENGUE","Undetermined",0,"HO-23-0502",2023-05-02
"49","LB","PE3K2W","DENGUE","Undetermined",0,"LB_TX1 005022023",2023-05-01
"50","LB","PE3K2W","DENGUE","Undetermined",0,"LB_TX1 005022023",2023-05-01
"51","WF","E7QL3P","DENGUE","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"52","WF","E7QL3P","DENGUE","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"53","B1","T3FHJB","DENGUE","Undetermined",0,"BSR5323",2023-05-02
"54","B1","T3FHJB","DENGUE","Undetermined",0,"BSR5323",2023-05-02
"55","B2","LVKBYC","DENGUE","Undetermined",0,"SABIB5323",2023-05-03
"56","B2","LVKBYC","DENGUE","Undetermined",0,"SABIB5323",2023-05-03
"57","JT","VXAFY6","ENTERO","Undetermined",0,"JT-23-13145",2023-05-01
"58","JT","VXAFY6","ENTERO","Undetermined",0,"JT-23-13145",2023-05-01
"59","FH","Y73Z97","ENTERO","Undetermined",0,"FH-23-13146",2023-05-01
"60","FH","Y73Z97","ENTERO","Undetermined",0,"FH-23-13146",2023-05-01
"61","HS","UMYHM4","ENTERO","Undetermined",0,"HS-23-13147",2023-05-01
"62","HS","UMYHM4","ENTERO","Undetermined",0,"HS-23-13147",2023-05-01
"63","RB","CJL3UA","ENTERO","Undetermined",0,"RB-23-13148",2023-05-01
"64","RB","CJL3UA","ENTERO","Undetermined",0,"RB-23-13148",2023-05-01
"65","AS","WKMNCK","ENTERO","Undetermined",0,"AS-23-0502",2023-05-02
"66","AS","WKMNCK","ENTERO","Undetermined",0,"AS-23-0502",2023-05-02
"67","TC","BDAEKQ","ENTERO","Undetermined",0,"TC-23-0502",2023-05-02
"68","TC","BDAEKQ","ENTERO","Undetermined",0,"TC-23-0502",2023-05-02
"69","MC","T8FAMA","ENTERO","Undetermined",0,"CC-23-0502",2023-05-02
"70","MC","T8FAMA","ENTERO","Undetermined",0,"CC-23-0502",2023-05-02
"71","IA","R5BVPW","ENTERO","Undetermined",0,"IA-23-0502",2023-05-02
"72","IA","R5BVPW","ENTERO","Undetermined",0,"IA-23-0502",2023-05-02
"73","PT","GQ4CHJ","ENTERO","Undetermined",0,"PT-23-0502",2023-05-02
"74","PT","GQ4CHJ","ENTERO","Undetermined",0,"PT-23-0502",2023-05-02
"75","HO","QGL4GB","ENTERO","Undetermined",0,"HO-23-0502",2023-05-02
"76","HO","QGL4GB","ENTERO","Undetermined",0,"HO-23-0502",2023-05-02
"77","LB","PE3K2W","ENTERO","Undetermined",0,"LB_TX1 005022023",2023-05-01
"78","LB","PE3K2W","ENTERO","Undetermined",0,"LB_TX1 005022023",2023-05-01
"79","WF","E7QL3P","ENTERO","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"80","WF","E7QL3P","ENTERO","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"81","B1","T3FHJB","ENTERO","Undetermined",0,"BSR5323",2023-05-02
"82","B1","T3FHJB","ENTERO","Undetermined",0,"BSR5323",2023-05-02
"83","B2","LVKBYC","ENTERO","Undetermined",0,"SABIB5323",2023-05-03
"84","B2","LVKBYC","ENTERO","Undetermined",0,"SABIB5323",2023-05-03
"85","JT","VXAFY6","MONKEYPOX","Undetermined",0,"JT-23-13145",2023-05-01
"86","JT","VXAFY6","MONKEYPOX","Undetermined",0,"JT-23-13145",2023-05-01
"87","FH","Y73Z97","MONKEYPOX","Undetermined",0,"FH-23-13146",2023-05-01
"88","FH","Y73Z97","MONKEYPOX","Undetermined",0,"FH-23-13146",2023-05-01
"89","HS","UMYHM4","MONKEYPOX","Undetermined",0,"HS-23-13147",2023-05-01
"90","HS","UMYHM4","MONKEYPOX","Undetermined",0,"HS-23-13147",2023-05-01
"91","RB","CJL3UA","MONKEYPOX","Undetermined",0,"RB-23-13148",2023-05-01
"92","RB","CJL3UA","MONKEYPOX","Undetermined",0,"RB-23-13148",2023-05-01
"93","AS","WKMNCK","MONKEYPOX","Undetermined",0,"AS-23-0502",2023-05-02
"94","AS","WKMNCK","MONKEYPOX","39.644",141.694,"AS-23-0502",2023-05-02
"95","TC","BDAEKQ","MONKEYPOX","Undetermined",0,"TC-23-0502",2023-05-02
"96","TC","BDAEKQ","MONKEYPOX","Undetermined",0,"TC-23-0502",2023-05-02
"97","MC","T8FAMA","MONKEYPOX","Undetermined",0,"CC-23-0502",2023-05-02
"98","MC","T8FAMA","MONKEYPOX","Undetermined",0,"CC-23-0502",2023-05-02
"99","IA","R5BVPW","MONKEYPOX","Undetermined",0,"IA-23-0502",2023-05-02
"100","IA","R5BVPW","MONKEYPOX","Undetermined",0,"IA-23-0502",2023-05-02
"101","PT","GQ4CHJ","MONKEYPOX","Undetermined",0,"PT-23-0502",2023-05-02
"102","PT","GQ4CHJ","MONKEYPOX","Undetermined",0,"PT-23-0502",2023-05-02
"103","HO","QGL4GB","MONKEYPOX","Undetermined",0,"HO-23-0502",2023-05-02
"104","HO","QGL4GB","MONKEYPOX","Undetermined",0,"HO-23-0502",2023-05-02
"105","LB","PE3K2W","MONKEYPOX","Undetermined",0,"LB_TX1 005022023",2023-05-01
"106","LB","PE3K2W","MONKEYPOX","38.569",314.867,"LB_TX1 005022023",2023-05-01
"107","WF","E7QL3P","MONKEYPOX","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
"108","WF","E7QL3P","MONKEYPOX","Undetermined",0,"Wichita Falls-2023-05-02",2023-05-01
